area_type,location,size,total_sqft,bath,balcony,age,price
Plot  Area,Sabari Nagar,2,1120,2,0,5.573279881,60
Super built-up  Area,Mysore Road,3,1080,2,1,5.573279881,60
Built-up  Area,Yelahanka,2,1200,2,2,5.573279881,60
Super built-up  Area,Kanakpura Road,2,1220,2,2,5.574115562,60
Super built-up  Area,Sarjapur  Road,3,1505,2,2,5.574115562,60
Super built-up  Area,HSR Layout,2,1203,2,2,5.574115562,60
Super built-up  Area,Govindapura,2,1500,2,2,5.575523167,60
Built-up  Area,Ejipura,2,1200,2,1,5.575523167,60
Super built-up  Area,Singasandra,2,1465,2,3,5.575523167,60
Built-up  Area,Maheswari Nagar,2,1000,2,2,5.575558319,60
Built-up  Area,Devasthanagalu,3,1470,2,3,5.575558319,60
Super built-up  Area,Udayagiri,3,1145,2,2,5.575558319,60
Super built-up  Area,Begur,3,1411,2,2,5.575612395,60
Super built-up  Area,Panathur,2,1075,2,2,5.575612395,60
Built-up  Area,Electronic City,2,1070,2,1,5.575612395,60
Built-up  Area,Ashwathnagar,3,800,2,0,5.576018451,60
Super built-up  Area,Hormavu,2,1310,2,3,5.576018451,60
Built-up  Area,Dodda Banaswadi,3,1300,2,2,5.576018451,60
Super built-up  Area,Sarjapur  Road,2,1273,2,2,5.576406098,60
Plot  Area,7th Phase JP Nagar,1,1000,1,1,5.576406098,60
Plot  Area,Kadugondanahalli,8,772,5,1,5.576406098,60
Super built-up  Area,Kaggadasapura,3,1500,2,2,5.577267494,60
Built-up  Area,Uttarahalli,2,1123,2,2,5.577267494,60
Super built-up  Area,Gunjur,2,1457,2,3,5.577267494,60
Super built-up  Area,Amam Enclave Layout,2,1013,2,2,5.577570044,60
Super built-up  Area,KR Puram,3,1400,2,3,5.577570044,60
Super built-up  Area,Kaggalipura,2,950,2,1,5.577570044,60
Super built-up  Area,Electronics City Phase 1,2,1205,2,2,5.577592383,60
Built-up  Area,Dodda Nekkundi,2,1370,2,2,5.577592383,60
Super built-up  Area,Chikbasavanapura,2,1220,2,2,5.577592383,60
Super built-up  Area,7th Phase JP Nagar,2,1128,2,1,5.577625303,60
Super built-up  Area,Yemlur,2,1210,2,1,5.577625303,60
Super built-up  Area,5th Phase JP Nagar,2,1075,2,2,5.577625303,60
Built-up  Area,Tumkur Road,4,1100,2,1,5.577661744,60
Super built-up  Area,Garudachar Palya,3,1325,2,2,5.577661744,60
Built-up  Area,Jalahalli,3,980,2,2,5.577661744,60
Super built-up  Area,Kumaraswami Layout,2,1081,2,3,5.577860353,60
Super built-up  Area,Kadugodi,2,1196,2,3,5.577860353,60
Super built-up  Area,Nayandanahalli,2,1035,2,2,5.577860353,60
Super built-up  Area,Electronics City Phase 1,2,1175,2,1,5.57788949,60
Built-up  Area,HSR Layout,2,1203,2,2,5.57788949,60
Super built-up  Area,KR Puram,2,1245,2,1,5.57788949,60
Super built-up  Area,Shivaji Nagar,3,1226,2,2,5.57878808,60
Super built-up  Area,Budigere,2,1153,2,2,5.57878808,60
Super built-up  Area,Kenchenahalli,2,1015,2,2,5.57878808,60
Built-up  Area,Raja Rajeshwari Nagar,2,1141,2,1,5.579520822,60
Super built-up  Area,Basava Nagar,3,1182,2,1,5.579520822,60.1
Super built-up  Area,Bannerghatta Road,2,1280,2,2,5.579520822,60.16
Super built-up  Area,Udayapur Village,3,1440,2,2,5.580598537,60.33
Super built-up  Area,Raja Rajeshwari Nagar,2,1419,2,1,5.580598537,60.42
Super built-up  Area,Ramagondanahalli,3,1451,3,1,5.580598537,60.44
Super built-up  Area,Uttarahalli,3,1390,2,2,5.580815368,60.47
Super built-up  Area,Chikkalasandra,3,1390,2,3,5.580815368,60.47
Super built-up  Area,Hulimavu,2,1255 - 1375,2,0,5.580815368,60.48
Super built-up  Area,Vidyaranyapura,2,1200,2,2,5.581042623,60.5
Super built-up  Area,Whitefield,3,1390 - 1600,,,5.581042623,60.55
Super built-up  Area,Sarjapur  Road,2,1026,2,1,5.581042623,60.55
Super built-up  Area,Garudachar Palya,3,1320,2,2,5.581331968,60.6
Super built-up  Area,Raja Rajeshwari Nagar,3,1630,3,2,5.581331968,60.65
Super built-up  Area,Electronics City Phase 1,3,1450 - 1595,,,5.581331968,60.75
Super built-up  Area,Garudachar Palya,3,1325,2,2,5.581375383,60.8
Super built-up  Area,Garudachar Palya,3,1325,2,2,5.581375383,60.8
Super built-up  Area,Sarjapur  Road,2,1026,2,2,5.581375383,60.8
Super built-up  Area,Sarjapur  Road,2,1026,2,1,5.582573935,60.8
Super built-up  Area,Whitefield,3,1403,2,2,5.582573935,60.81
Super built-up  Area,Thanisandra,1,923,1,1,5.582573935,60.84
Built-up  Area,Kengeri Satellite Town,4,936,2,1,5.582656343,60.84
Super built-up  Area,Hoodi,2,1026,2,1,5.582656343,60.87
Super built-up  Area,Kanakpura Road,3,1450,3,3,5.582656343,60.9
Super built-up  Area,Kanakpura Road,3,1450,3,3,5.584992599,60.9
Super built-up  Area,Kanakpura Road,3,1450,3,3,5.584992599,60.91
Super built-up  Area,Kanakpura Road,3,1450,3,3,5.584992599,60.91
Super built-up  Area,Kanakpura Road,3,1452,3,3,5.586017083,60.98
Super built-up  Area,Kanakpura Road,3,1482,3,3,5.586017083,60.98
Super built-up  Area,Kanakpura Road,3,1452,3,3,5.586017083,60.98
Super built-up  Area,Kanakpura Road,3,1452,3,3,5.586270688,60.98
Super built-up  Area,Haralur Road,2,1056,2,1,5.586270688,61
Super built-up  Area,HSR Layout,2,1372,2,1,5.586270688,61
Super built-up  Area,Raja Rajeshwari Nagar,2,1168,2,1,5.587064649,61
Built-up  Area,Tala Cauvery Layout,2,1030,2,3,5.587064649,61
Super built-up  Area,Mallasandra,2,1340,2,2,5.587064649,61
Super built-up  Area,HSR Layout,2,1372,2,1,5.588038153,61
Super built-up  Area,Viswajit Layout,2,1100,2,3,5.588038153,61
Super built-up  Area,Amarjyothi Colony,3,1355,3,1,5.588038153,61
Built-up  Area,"Hoodi Circle, ",2,1234,2,1,5.588080994,61
Super built-up  Area,Kaikondrahalli,2,1300,2,2,5.588080994,61
Super built-up  Area,Jigani,3,1252,3,3,5.588080994,61
Super built-up  Area,Banashankari Stage V,3,1355,2,1,5.588168388,61
Super built-up  Area,Bannerghatta Road,2,1115,2,1,5.588168388,61
Built-up  Area,Thanisandra,3,1241,2,1,5.588168388,61
Super built-up  Area,Sai Gardens,2,1261,2,2,5.588486714,61
Super built-up  Area,Devi Nagar,2,1100,2,1,5.588486714,61
Built-up  Area,7th Phase JP Nagar,2,1000,2,1,5.588486714,61
Super built-up  Area,Thanisandra,3,1370,2,1,5.589262465,61
Super built-up  Area,CV Raman Nagar,2,1051,2,3,5.589262465,61
Super built-up  Area,KR Puram,3,1430,2,1,5.589262465,61
Super built-up  Area,Hosa Road,2,1040,2,1,5.589395643,61
Super built-up  Area,Kadugodi,2,1152,2,2,5.589395643,61
Super built-up  Area,Varthur,3,1520,2,3,5.589395643,61
Plot  Area,Sampigehalli,2,1200,2,1,5.591470874,61
Super built-up  Area,Gottigere,2,1280,2,1,5.591470874,61
Super built-up  Area,Ramagondanahalli,3,1635,3,1,5.591470874,61
Super built-up  Area,Basapura,2,1100,2,1,5.591788254,61
Super built-up  Area,Bannerghatta Road,2,1115,2,1,5.591788254,61
Super built-up  Area,Thanisandra,1,933,1,1,5.591788254,61
Super built-up  Area,Yelahanka,3,1430,3,1,5.591912688,61
Super built-up  Area,Kasavanhalli,2,1181,2,1,5.591912688,61
Super built-up  Area,Kudlu Gate,3,1432,2,2,5.591912688,61.11
Super built-up  Area,Uttarahalli,3,1390,2,2,5.592402265,61.16
Super built-up  Area,Hoodi,2,1063,2,1,5.592402265,61.17
Super built-up  Area,Raja Rajeshwari Nagar,3,1530,3,3,5.592402265,61.2
Super built-up  Area,Kasavanhalli,2,1125,2,1,5.592552303,61.2
Super built-up  Area,Uttarahalli,3,1360,2,3,5.592552303,61.2
Super built-up  Area,Electronic City Phase II,2,1219,2,1,5.592552303,61.25
Super built-up  Area,Electronic City Phase II,2,1219,2,1,5.592888618,61.26
Super built-up  Area,Whitefield,3,1390 - 1600,,,5.592888618,61.28
Super built-up  Area,Whitefield,2,1277,2,1,5.592888618,61.3
Super built-up  Area,7th Phase JP Nagar,2,1236,2,2,5.593384902,61.33
Super built-up  Area,Whitefield,2,1195,2,1,5.593384902,61.36
Built-up  Area,Yelenahalli,3,1600,3,3,5.593384902,61.37
Super built-up  Area,Dasanapura,3,1286,3,2,5.593646348,61.44
Super built-up  Area,Hebbal,2,1088,2,2,5.593646348,61.45
Super built-up  Area,7th Phase JP Nagar,3,1463,2,1,5.593646348,61.45
Super built-up  Area,Yelahanka,3,1455,3,1,5.593939986,61.5
Super built-up  Area,Panathur,3,1370,2,2,5.593939986,61.5
Super built-up  Area,Yelahanka New Town,3,1426,2,2,5.593939986,61.5
Plot  Area,ITPL,3,1500,3,1,5.594183137,61.52
Super built-up  Area,Hennur Road,3,1866,2,2,5.594183137,61.58
Super built-up  Area,Kanakpura Road,2,1470,2,2,5.594183137,61.74
Super built-up  Area,Bannerghatta Road,2,1115 - 1130,2,0,5.594194544,61.74
Super built-up  Area,Varthur Road,2,1083,2,2,5.594194544,61.75
Built-up  Area,5th Phase JP Nagar,2,1190,2,2,5.594194544,61.8
Plot  Area,Whitefield,3,1500,3,1,5.594225849,61.9
Super built-up  Area,Sarjapur  Road,2,1346,2,1,5.594225849,61.92
Plot  Area,Whitefield,3,1500,3,1,5.594225849,61.95
Plot  Area,Channasandra,3,1500,3,1,5.594251333,61.95
Plot  Area,Whitefield,3,1200,3,1,5.594251333,61.96
Super built-up  Area,manyata park,2,1322,2,1,5.594251333,61.99
Built-up  Area,Uttarahalli,3,1440,2,3,5.594270942,62
Super built-up  Area,Doddathoguru,2,1100,2,1,5.594270942,62
Plot  Area,Sultan Palaya,2,550,1,1,5.594270942,62
Super built-up  Area,Billekahalli,2,1125,2,2,5.595076667,62
Built-up  Area,Patelappa Layout,2,1200,2,1,5.595076667,62
Super built-up  Area,Hennur Road,3,1500,2,2,5.595076667,62
Super built-up  Area,Silver Springs Layout,3,1570,3,2,5.598838835,62
Built-up  Area,Padmanabhanagar,2,1176,2,0,5.598838835,62
Built-up  Area,Whitefield,2,1113,2,1,5.598838835,62
Super built-up  Area,Vadarpalya,2,1141,2,0,5.59893322,62
Built-up  Area,Thanisandra,3,1240,2,1,5.59893322,62
Plot  Area,Gopalkrishna Nagar,3,1500,3,2,5.59893322,62
Built-up  Area,Electronic City,3,1620,3,2,5.600101651,62
Super built-up  Area,Jalahalli West,2,1250,2,1,5.600101651,62
Built-up  Area,Outer Ring Road East,2,1367,2,2,5.600101651,62
Super built-up  Area,KPC Layout,2,1210,2,2,5.600449095,62
Super built-up  Area,Mysore Road,2,1060,2,1,5.600449095,62
Super built-up  Area,Whitefield,2,1125,2,2,5.600449095,62
Super built-up  Area,Sarjapur  Road,2,1050,2,1,5.600923886,62
Super built-up  Area,Ramagondanahalli,3,1635,3,1,5.600923886,62
Super built-up  Area,Budigere,2,1139,2,2,5.600923886,62
Super built-up  Area,Marathahalli,3,1350,2,2,5.601193113,62
Super built-up  Area,Doctors Layout,2,1520,2,3,5.601193113,62
Super built-up  Area,Gollarapalya Hosahalli,3,1408,3,3,5.601193113,62
Built-up  Area,Kanakpura Road,2,2200,2,0,5.601486668,62
Super built-up  Area,Billekahalli,2,1112,2,2,5.601486668,62
Super built-up  Area,Sarjapur  Road,2,1390,2,2,5.601486668,62
Super built-up  Area,JP Nagar,2,1200,2,2,5.601503368,62
Super built-up  Area,Sarjapur  Road,3,1220,3,2,5.601503368,62
Plot  Area,Seegehalli,3,1200,2,0,5.601503368,62
Super built-up  Area,Kanakpura Road,2,1339,2,2,5.602506112,62
Plot  Area,Thanisandra,5,750,4,0,5.602506112,62
Super built-up  Area,Binny Pete,1,660,1,1,5.602506112,62
Super built-up  Area,St Thomas Town,3,1060,3,1,5.604022661,62
Built-up  Area,Sarjapur  Road,3,1470,3,0,5.604022661,62
Super built-up  Area,Vijaya Bank Colony,3,1400,2,2,5.604022661,62
Plot  Area,Hoodi,3,780,3,1,5.604261416,62
Super built-up  Area,Hennur Road,3,1192,2,1,5.604261416,62
Plot  Area,Akshaya Nagar,4,750,4,2,5.604261416,62
Super built-up  Area,Thigalarapalya,2,1207,2,2,5.60570332,62
Plot  Area,Kithaganur,5,720,4,3,5.60570332,62
Super built-up  Area,Whitefield,2,1215,2,1,5.60570332,62
Super built-up  Area,Sarjapur  Road,2,1145,2,1,5.606278582,62
Built-up  Area,Outer Ring Road East,2,1367,2,2,5.606278582,62
Built-up  Area,Kanakpura Road,2,1339,2,2,5.606278582,62
Super built-up  Area,Vijayanagar,2,1200,2,2,5.606394944,62
Super built-up  Area,Battarahalli,2,1071,2,1,5.606394944,62
Super built-up  Area,Devanahalli Int. Airport,2,1080,2,1,5.606394944,62
Super built-up  Area,Bellandur,2,1100,2,3,5.60685891,62
Super built-up  Area,Naganathapura,2,1143,2,1,5.60685891,62
Plot  Area,tc.palya,2,1020,2,1,5.60685891,62
Super built-up  Area,Hebbal,2,1088,2,2,5.607320167,62
Super built-up  Area,Mahadevpura,2,1532,2,2,5.607320167,62
Super built-up  Area,Doddathoguru,3,1595,3,3,5.607320167,62
Super built-up  Area,Gottigere,3,1435,2,3,5.608289646,62
Super built-up  Area,Ramamurthy Nagar,2,1000,2,1,5.608289646,62
Super built-up  Area,Haralur Road,2,1245,2,3,5.608289646,62
Super built-up  Area,Whitefield,1,905,1,1,5.608651533,62
Super built-up  Area,Sarjapur  Road,3,1163,2,2,5.608651533,62
Super built-up  Area,Balagere,2,1007,2,1,5.608651533,62
Super built-up  Area,Doddakammanahalli,3,1409,2,3,5.608723101,62
Super built-up  Area,Ashwini layout,1,834,1,1,5.608723101,62
Super built-up  Area,Whitefield,3,1458,2,2,5.608723101,62
Super built-up  Area,Kaggalipura,3,1150,2,1,5.609022494,62
Super built-up  Area,Hosa Road,2,1245,2,1,5.609022494,62
Super built-up  Area,Kodihalli,2,1000,2,1,5.609022494,62
Super built-up  Area,Hebbal,2,985,2,2,5.611310138,62
Built-up  Area,Whitefield,2,1141,2,1,5.611310138,62
Plot  Area,Kithaganur,2,1200,2,0,5.611310138,62
Built-up  Area,Yelahanka,2,1225,2,2,5.611454839,62
Super built-up  Area,Sadaramangala,2,1260,2,1,5.611454839,62
Super built-up  Area,Sarjapur,2,1200,2,2,5.611454839,62
Built-up  Area,Choodasandra,2,1140,2,2,5.611772057,62
Super built-up  Area,Electronics City Phase 1,2,1170,2,1,5.611772057,62
Super built-up  Area,Sonnenahalli,2,1059,2,1,5.611772057,62
Built-up  Area,Varanasi,2,1334,2,1,5.612677071,62
Super built-up  Area,8th Phase JP Nagar,2,1513,2,3,5.612677071,62
Super built-up  Area,RMV Extension,3,1675,3,3,5.612677071,62
Built-up  Area,Yeshwanthpur,2,570,2,1,5.612801653,62
Super built-up  Area,Sarjapur  Road,2,1019,2,1,5.612801653,62
Super built-up  Area,Talaghattapura,2,1175,2,2,5.612801653,62
Built-up  Area,Hennur,2,1420,2,1,5.613641023,62
Super built-up  Area,Bellandur,3,1420,3,2,5.613641023,62
Super built-up  Area,Raja Rajeshwari Nagar,2,1270,2,2,5.613641023,62
Built-up  Area,Electronic City,2,1250,2,1,5.613664582,62
Super built-up  Area,Raja Rajeshwari Nagar,3,1260,2,1,5.613664582,62
Super built-up  Area,LB Shastri Nagar,2,1184,2,1,5.613664582,62
Super built-up  Area,Bellandur,2,1200,2,1,5.613920924,62
Super built-up  Area,Nallurhalli,2,1100,2,1,5.613920924,62
Super built-up  Area,Suraksha Nagar,3,1559,3,2,5.613920924,62
Super built-up  Area,Dasarahalli,2,1220,2,2,5.614666403,62
Super built-up  Area,Devanahalli,3,1290,2,1,5.614666403,62
Plot  Area,Kanakpura Road,2,1200,2,0,5.614666403,62
Super built-up  Area,Maithri Layout,3,1567,2,3,5.614853827,62
Super built-up  Area,Sarjapur  Road,2,1112,2,1,5.614853827,62
Super built-up  Area,Doddathoguru,2,964,2,1,5.614853827,62
Plot  Area,Ananth Nagar,4,600,3,2,5.615459976,62
Plot  Area,Masjid e Alkareem,5,900,4,1,5.615459976,62
Super built-up  Area,Gollahalli,2,1418,2,1,5.615459976,62
Super built-up  Area,Billekahalli,3,1290,3,3,5.61580954,62
Super built-up  Area,Hennur,2,1295,2,1,5.61580954,62
Super built-up  Area,Kodbisanhalli,2,1012,2,1,5.61580954,62
Built-up  Area,CV Raman Nagar,2,1310,2,1,5.616237027,62
Plot  Area,Thanisandra,1,1380,1,1,5.616237027,62.1
Super built-up  Area,Whitefield,3,1436,2,3,5.616237027,62.15
Super built-up  Area,Govindpura,2,1326,2,1,5.618340136,62.17
Built-up  Area,RWF West Colony,3,1384,3,2,5.618340136,62.28
Super built-up  Area,Vittasandra,2,1246,2,1,5.618340136,62.3
Super built-up  Area,Pattandur Agrahara,2,1247,2,2,5.618870549,62.35
Super built-up  Area,Kanakapura,3,1560,2,2,5.618870549,62.38
Super built-up  Area,Whitefield,2,1195,2,1,5.618870549,62.38
Super built-up  Area,Raja Rajeshwari Nagar,3,1560,2,2,5.619504749,62.4
Super built-up  Area,Kanakpura Road,3,1450,3,3,5.619504749,62.4
Super built-up  Area,Chelekare,2,1250,2,1,5.619504749,62.4
Super built-up  Area,Devanahalli,2,1230 - 1490,2,0,5.622596911,62.425
Super built-up  Area,KSRTC Layout,2,1200,2,3,5.622596911,62.5
Super built-up  Area,Yelahanka,2,1170,2,1,5.622596911,62.5
Super built-up  Area,Malleshwaram,1,686,1,1,5.623071765,62.5
Super built-up  Area,7th Phase JP Nagar,2,1200,2,2,5.623071765,62.5
Super built-up  Area,Subramanyapura,2,985,2,1,5.623071765,62.5
Super built-up  Area,Uttarahalli,3,1390,2,2,5.623087016,62.55
Super built-up  Area,Uttarahalli,3,1390,2,3,5.623087016,62.55
Built-up  Area,Kanakpura Road,3,1250,3,3,5.623087016,62.6
Super built-up  Area,Shirdi Sai Layout,2,1450,2,3,5.623938648,62.63
Super built-up  Area,Gunjur,3,1362,3,2,5.623938648,62.63
Super built-up  Area,Gunjur,3,1362,3,1,5.623938648,62.63
Super built-up  Area,Gunjur,3,1362,3,1,5.624360626,62.63
Super built-up  Area,Hennur Busstop,2,1100,2,1,5.624360626,62.7
Super built-up  Area,Subramanyapura,3,1278,3,2,5.624360626,62.71
Super built-up  Area,Electronic City Phase II,3,1395,2,1,5.624500144,62.78
Built-up  Area,5th Phase JP Nagar,2,1256,2,1,5.624500144,62.8
Built-up  Area,Nagaraja Garden,2,1256,2,1,5.624500144,62.8
Built-up  Area,5th Phase JP Nagar,2,1256,2,1,5.624841038,62.8
Built-up  Area,Nagaraja Garden,2,1256,2,1,5.624841038,62.8
Super built-up  Area,KR Puram,3,1310 - 1615,,,5.624841038,62.81
Super built-up  Area,Uttarahalli,3,1525,2,2,5.625005408,62.82
Super built-up  Area,Bannerghatta Road,3,1655,2,2,5.625005408,62.89
Super built-up  Area,Panathur,2,1205,2,2,5.625005408,62.9
Super built-up  Area,Kanakpura Road,3,1450,2,2,5.625055396,62.93
Super built-up  Area,Bannerghatta Road,3,1656,2,1,5.625055396,62.93
Super built-up  Area,Electronic City,2,1108,2,1,5.625055396,63
Built-up  Area,Padmanabhanagar,2,1020,2,2,5.625066678,63
Super built-up  Area,Electronic City,2,1128,2,1,5.625066678,63
Super built-up  Area,Uttarahalli,2,1286,2,2,5.625066678,63
Super built-up  Area,Gottigere,2,1222,2,1,5.625298604,63
Super built-up  Area,Rayasandra,3,1314,2,2,5.625298604,63
Super built-up  Area,Ashwath Nagar,2,1262,2,2,5.625298604,63
Super built-up  Area,5th Phase JP Nagar,2,1207,2,2,5.625513375,63
Super built-up  Area,BTM Layout,2,1150,2,2,5.625513375,63
Built-up  Area,Banashankari,2,1125,2,1,5.625513375,63
Super built-up  Area,Whitefield,2,920,2,1,5.625761811,63
Super built-up  Area,Hennur Road,3,1186,2,1,5.625761811,63
Built-up  Area,Begur,3,1559,3,2,5.625761811,63
Built-up  Area,KR Garden,2,925,2,2,5.626372535,63
Plot  Area,Lingarajapuram,6,600,7,2,5.626372535,63
Super built-up  Area,Byrasandra,2,985,2,1,5.626372535,63
Super built-up  Area,Uttarahalli,2,1137,2,1,5.626456848,63
Super built-up  Area,Gattigere,2,1180,2,2,5.626456848,63
Super built-up  Area,Panathur,2,1109,2,1,5.626456848,63
Super built-up  Area,Subramanyapura,2,975,2,1,5.627573771,63
Super built-up  Area,Gottigere,2,1235,2,2,5.627573771,63
Super built-up  Area,Yelahanka,3,1500,2,2,5.627573771,63
Super built-up  Area,Choodasandra,2,1197,2,1,5.628880622,63
Super built-up  Area,Jalahalli East,3,1300,2,1,5.628880622,63
Super built-up  Area,Jigani,3,1252,3,,5.628880622,63
Plot  Area,Yeshwanthpur,2,1200,2,0,5.631317375,63
Super built-up  Area,Vittasandra,2,1246,2,1,5.631317375,63
Super built-up  Area,Amruthahalli,3,1350,2,3,5.631317375,63
Built-up  Area,1st Phase JP Nagar,1,78.03Sq. Meter,1,1,5.631565659,63
Super built-up  Area,6th Phase JP Nagar,2,1213,2,1,5.631565659,63
Super built-up  Area,Whitefield,3,1608,2,3,5.631565659,63
Super built-up  Area,Nagarbhavi,2,1190,2,2,5.632793366,63
Super built-up  Area,Ramagondanahalli,3,1475,2,2,5.632793366,63
Built-up  Area,Electronic City,3,1500,2,1,5.632793366,63
Super built-up  Area,Gottigere,3,1500,3,2,5.63281885,63
Built-up  Area,Jakkasandra Extension,2,1000,2,1,5.63281885,63
Super built-up  Area,Gattahalli,3,1240,2,1,5.63281885,63
Super built-up  Area,3rd Phase Iti Layout,2,1145,2,1,5.634388054,63
Super built-up  Area,Kengeri,2,1220,2,2,5.634388054,63
Super built-up  Area,Electronic City,2,1108,2,1,5.634388054,63
Super built-up  Area,Hoskote,3,1395,2,2,5.634659016,63
Super built-up  Area,Koramangala,2,1130,2,2,5.634659016,63
Built-up  Area,Bellandur,3,1350,2,1,5.634659016,63
Built-up  Area,Bellandur,2,1211,2,1,5.635341192,63
Super built-up  Area,Kanakpura Road,2,1167,2,1,5.635341192,63
Super built-up  Area,Byatarayanapura,2,1300,2,2,5.635341192,63
Super built-up  Area,Kanakpura Road,2,1339,2,2,5.635390224,63
Super built-up  Area,Sarjapur  Road,3,1525,2,3,5.635390224,63
Super built-up  Area,Nehru Nagar,3,1269,2,2,5.635390224,63
Super built-up  Area,Anantapuram,3,1495,2,1,5.635466738,63
Super built-up  Area,Banashankari,2,1100,2,1,5.635466738,63
Super built-up  Area,Suraksha Nagar,3,1563,3,2,5.635466738,63
Super built-up  Area,Sarjapur  Road,3,1814,3,3,5.635768404,63
Plot  Area,Anandapura,3,850,3,0,5.635768404,63
Super built-up  Area,Raja Rajeshwari Nagar,3,1485,2,2,5.635768404,63
Built-up  Area,Horamavu Agara,3,1400,3,3,5.635858987,63
Super built-up  Area,Somasundara Palya,3,1571,3,3,5.635858987,63
Super built-up  Area,Somasundara Palya,3,1575,3,3,5.635858987,63.1
Super built-up  Area,Jigani,2,918,2,2,5.636097586,63.2
Super built-up  Area,Varthur,3,1600,3,2,5.636097586,63.2
Super built-up  Area,Kanakpura Road,2,1283,2,2,5.636097586,63.22
Super built-up  Area,Marathahalli,3,1310,3,1,5.636892091,63.22
Super built-up  Area,Marathahalli,3,1310,3,1,5.636892091,63.25
Super built-up  Area,Marathahalli,3,1310,3,1,5.636892091,63.25
Super built-up  Area,Electronic City,3,1275,3,3,5.636971895,63.43
Super built-up  Area,Kanakpura Road,3,1550,3,3,5.636971895,63.5
Super built-up  Area,Sarjapur  Road,2,1050,2,1,5.636971895,63.5
Super built-up  Area,Electronic City,2,1128,2,1,5.637312098,63.5
Super built-up  Area,Electronics City Phase 1,3,1450,2,2,5.637312098,63.51
Built-up  Area,Raja Rajeshwari Nagar,2,1258,2,1,5.637312098,63.53
Built-up  Area,Kanakpura Road,3,1260,3,3,5.637955685,63.58
Super built-up  Area,Gollahalli,2,1395,2,1,5.637955685,63.59
Super built-up  Area,Hennur Road,2,1195 - 1440,2,0,5.637955685,63.77
Super built-up  Area,Koramangala,2,1161,2,1,5.638185034,63.85
Super built-up  Area,Balagere,2,1205,2,1,5.638185034,63.86
Super built-up  Area,Udayapur Village,3,1440,2,2,5.638185034,63.93
Super built-up  Area,Banashankari,2,1600,2,1,5.638387737,63.98
Super built-up  Area,Kengeri,3,1540,2,3,5.638387737,64
Super built-up  Area,Somasundara Palya,3,1600,3,3,5.638387737,64
Built-up  Area,Sarjapur  Road,3,1495,2,0,5.639266508,64
Super built-up  Area,Judicial Layout,3,1300,3,1,5.639266508,64
Super built-up  Area,Electronic City,2,1128,2,1,5.639266508,64
Built-up  Area,Anandapura,2,900,2,0,5.639293226,64
Built-up  Area,TC Palaya,2,1000,2,0,5.639293226,64
Built-up  Area,"Kudlu Village, ",3,1445,3,2,5.639293226,64
Super built-up  Area,Uttarahalli,3,1425,2,2,5.639329458,64
Super built-up  Area,Kanakapura,2,1295,2,2,5.639329458,64
Super built-up  Area,Whitefield,3,1440,2,2,5.639329458,64
Super built-up  Area,Gottigere,3,1385,3,2,5.639891799,64
Super built-up  Area,Horamavu Agara,2,1169,2,1,5.639891799,64
Built-up  Area,Vimanapura,3,1600,3,1,5.639891799,64
Built-up  Area,Vittasandra,7,621,7,,5.640162344,64
Super built-up  Area,OMBR Layout,2,1085,2,1,5.640162344,64
Super built-up  Area,AECS Layout,2,1123,2,2,5.640162344,64
Built-up  Area,"Varthur Road, ",2,1330,2,1,5.640386034,64
Built-up  Area,"Judicial Layout, Kanakapura Road, ",3,1300,3,2,5.640386034,64
Super built-up  Area,Balagere,2,1012,2,1,5.640386034,64
Super built-up  Area,2nd Phase Judicial Layout,3,1300,3,2,5.640918859,64
Super built-up  Area,Electronic City,2,1128,2,1,5.640918859,64
Super built-up  Area,Mysore Road,3,1410,2,2,5.640918859,64
Built-up  Area,Hosakerehalli Layout,2,1080,2,3,5.641007686,64
Super built-up  Area,GM Palaya,3,1315,3,0,5.641007686,64
Super built-up  Area,Mahadevpura,3,1505,3,2,5.641007686,64
Super built-up  Area,Hennur,2,1295,2,1,5.641714052,64
Super built-up  Area,Whitefield,2,1190,2,1,5.641714052,64
Super built-up  Area,Raja Rajeshwari Nagar,3,1530,3,2,5.641714052,64
Super built-up  Area,Kaikondrahalli,2,991,2,0,5.641761883,64
Super built-up  Area,Panathur,2,1007,2,1,5.641761883,64
Super built-up  Area,Kanakpura Road,3,1300,3,1,5.641761883,64
Built-up  Area,TC Palaya,2,1082,2,2,5.642006715,64
Super built-up  Area,Begur Road,2,1241,2,1,5.642006715,64
Built-up  Area,"Sarjapur Road, ",2,1182,2,1,5.642006715,64
Super built-up  Area,Gopalkrishna Nagar,2,1155,2,1,5.642095565,64
Super built-up  Area,Hosa Road,4,1708,3,0,5.642095565,64.05
Super built-up  Area,Yeshwanthpur,2,1161,2,2,5.642095565,64.08
Super built-up  Area,Yeshwanthpur,2,1168,2,2,5.642226206,64.08
Super built-up  Area,Yeshwanthpur,2,1163,2,2,5.642226206,64.08
Super built-up  Area,Yeshwanthpur,2,1165,2,2,5.642226206,64.08
Super built-up  Area,Yeshwanthpur,2,1167,2,2,5.642354239,64.08
Super built-up  Area,Yeshwanthpur,2,1164,2,2,5.642354239,64.08
Super built-up  Area,Yeshwanthpur,2,1162,2,2,5.642354239,64.08
Super built-up  Area,Yeshwanthpur,2,1166,2,1,5.642628713,64.08
Super built-up  Area,Yeshwanthpur,2,1169,2,2,5.642628713,64.08
Super built-up  Area,Yeshwanthpur,2,1160,2,2,5.642628713,64.08
